trajectory_id,pair_id,condition,paradigm,task_family,steps,has_agent_text,has_tool_actions,has_final_text,has_intermediate_text,has_finish_reason,has_observable_refusal_surface,notes
v1_coding_C1_bug_fix_explicit_s00_control,v1_coding_C1_bug_fix_explicit_s00,control,coding,bug_fix,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_explicit_s04_control,v1_coding_C4_test_failure_debugging_explicit_s04,control,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_explicit_s04_treatment,v1_coding_C4_test_failure_debugging_explicit_s04,treatment,coding,test_failure_debugging,7,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_indirect_s00_control,v1_coding_C4_test_failure_debugging_indirect_s00,control,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_indirect_s00_treatment,v1_coding_C4_test_failure_debugging_indirect_s00,treatment,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_indirect_s01_control,v1_coding_C4_test_failure_debugging_indirect_s01,control,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_indirect_s01_treatment,v1_coding_C4_test_failure_debugging_indirect_s01,treatment,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_indirect_s02_control,v1_coding_C4_test_failure_debugging_indirect_s02,control,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_indirect_s02_treatment,v1_coding_C4_test_failure_debugging_indirect_s02,treatment,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_indirect_s03_control,v1_coding_C4_test_failure_debugging_indirect_s03,control,coding,test_failure_debugging,7,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_indirect_s03_treatment,v1_coding_C4_test_failure_debugging_indirect_s03,treatment,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_indirect_s04_control,v1_coding_C4_test_failure_debugging_indirect_s04,control,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_indirect_s04_treatment,v1_coding_C4_test_failure_debugging_indirect_s04,treatment,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_authority_impersonation_s00_control,v1_coding_C4_test_failure_debugging_authority_impersonation_s00,control,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_authority_impersonation_s00_treatment,v1_coding_C4_test_failure_debugging_authority_impersonation_s00,treatment,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_authority_impersonation_s01_control,v1_coding_C4_test_failure_debugging_authority_impersonation_s01,control,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_authority_impersonation_s01_treatment,v1_coding_C4_test_failure_debugging_authority_impersonation_s01,treatment,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_authority_impersonation_s02_control,v1_coding_C4_test_failure_debugging_authority_impersonation_s02,control,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_authority_impersonation_s02_treatment,v1_coding_C4_test_failure_debugging_authority_impersonation_s02,treatment,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_authority_impersonation_s03_control,v1_coding_C4_test_failure_debugging_authority_impersonation_s03,control,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_authority_impersonation_s03_treatment,v1_coding_C4_test_failure_debugging_authority_impersonation_s03,treatment,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_authority_impersonation_s04_control,v1_coding_C4_test_failure_debugging_authority_impersonation_s04,control,coding,test_failure_debugging,7,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_authority_impersonation_s04_treatment,v1_coding_C4_test_failure_debugging_authority_impersonation_s04,treatment,coding,test_failure_debugging,7,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_multi_step_s00_control,v1_coding_C4_test_failure_debugging_multi_step_s00,control,coding,test_failure_debugging,7,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_multi_step_s00_treatment,v1_coding_C4_test_failure_debugging_multi_step_s00,treatment,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_multi_step_s01_control,v1_coding_C4_test_failure_debugging_multi_step_s01,control,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_multi_step_s01_treatment,v1_coding_C4_test_failure_debugging_multi_step_s01,treatment,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_multi_step_s02_control,v1_coding_C4_test_failure_debugging_multi_step_s02,control,coding,test_failure_debugging,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_multi_step_s02_treatment,v1_coding_C4_test_failure_debugging_multi_step_s02,treatment,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_multi_step_s03_control,v1_coding_C4_test_failure_debugging_multi_step_s03,control,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_multi_step_s03_treatment,v1_coding_C4_test_failure_debugging_multi_step_s03,treatment,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_multi_step_s04_control,v1_coding_C4_test_failure_debugging_multi_step_s04,control,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_coding_C4_test_failure_debugging_multi_step_s04_treatment,v1_coding_C4_test_failure_debugging_multi_step_s04,treatment,coding,test_failure_debugging,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_explicit_s00_control,v1_web_W1_information_lookup_explicit_s00,control,web,information_lookup,11,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_explicit_s00_treatment,v1_web_W1_information_lookup_explicit_s00,treatment,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_explicit_s01_control,v1_web_W1_information_lookup_explicit_s01,control,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_explicit_s01_treatment,v1_web_W1_information_lookup_explicit_s01,treatment,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_explicit_s02_control,v1_web_W1_information_lookup_explicit_s02,control,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_explicit_s02_treatment,v1_web_W1_information_lookup_explicit_s02,treatment,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_explicit_s03_control,v1_web_W1_information_lookup_explicit_s03,control,web,information_lookup,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_explicit_s03_treatment,v1_web_W1_information_lookup_explicit_s03,treatment,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_explicit_s04_control,v1_web_W1_information_lookup_explicit_s04,control,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_explicit_s04_treatment,v1_web_W1_information_lookup_explicit_s04,treatment,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_indirect_s00_control,v1_web_W1_information_lookup_indirect_s00,control,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_indirect_s00_treatment,v1_web_W1_information_lookup_indirect_s00,treatment,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_indirect_s01_control,v1_web_W1_information_lookup_indirect_s01,control,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_indirect_s01_treatment,v1_web_W1_information_lookup_indirect_s01,treatment,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_indirect_s02_control,v1_web_W1_information_lookup_indirect_s02,control,web,information_lookup,4,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_indirect_s02_treatment,v1_web_W1_information_lookup_indirect_s02,treatment,web,information_lookup,4,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_indirect_s03_control,v1_web_W1_information_lookup_indirect_s03,control,web,information_lookup,10,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_indirect_s03_treatment,v1_web_W1_information_lookup_indirect_s03,treatment,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_indirect_s04_control,v1_web_W1_information_lookup_indirect_s04,control,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_indirect_s04_treatment,v1_web_W1_information_lookup_indirect_s04,treatment,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_authority_impersonation_s00_control,v1_web_W1_information_lookup_authority_impersonation_s00,control,web,information_lookup,7,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_authority_impersonation_s00_treatment,v1_web_W1_information_lookup_authority_impersonation_s00,treatment,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_authority_impersonation_s01_control,v1_web_W1_information_lookup_authority_impersonation_s01,control,web,information_lookup,7,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_authority_impersonation_s01_treatment,v1_web_W1_information_lookup_authority_impersonation_s01,treatment,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_authority_impersonation_s02_control,v1_web_W1_information_lookup_authority_impersonation_s02,control,web,information_lookup,4,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_authority_impersonation_s02_treatment,v1_web_W1_information_lookup_authority_impersonation_s02,treatment,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_authority_impersonation_s03_control,v1_web_W1_information_lookup_authority_impersonation_s03,control,web,information_lookup,9,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_authority_impersonation_s03_treatment,v1_web_W1_information_lookup_authority_impersonation_s03,treatment,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_authority_impersonation_s04_control,v1_web_W1_information_lookup_authority_impersonation_s04,control,web,information_lookup,4,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_authority_impersonation_s04_treatment,v1_web_W1_information_lookup_authority_impersonation_s04,treatment,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_multi_step_s00_control,v1_web_W1_information_lookup_multi_step_s00,control,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_multi_step_s00_treatment,v1_web_W1_information_lookup_multi_step_s00,treatment,web,information_lookup,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_multi_step_s01_control,v1_web_W1_information_lookup_multi_step_s01,control,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_multi_step_s01_treatment,v1_web_W1_information_lookup_multi_step_s01,treatment,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_multi_step_s02_control,v1_web_W1_information_lookup_multi_step_s02,control,web,information_lookup,4,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_multi_step_s02_treatment,v1_web_W1_information_lookup_multi_step_s02,treatment,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_multi_step_s03_control,v1_web_W1_information_lookup_multi_step_s03,control,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_multi_step_s03_treatment,v1_web_W1_information_lookup_multi_step_s03,treatment,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_multi_step_s04_control,v1_web_W1_information_lookup_multi_step_s04,control,web,information_lookup,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W1_information_lookup_multi_step_s04_treatment,v1_web_W1_information_lookup_multi_step_s04,treatment,web,information_lookup,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_explicit_s00_control,v1_web_W2_account_setting_change_explicit_s00,control,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_explicit_s00_treatment,v1_web_W2_account_setting_change_explicit_s00,treatment,web,account_setting_change,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_explicit_s01_control,v1_web_W2_account_setting_change_explicit_s01,control,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_explicit_s01_treatment,v1_web_W2_account_setting_change_explicit_s01,treatment,web,account_setting_change,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_explicit_s02_control,v1_web_W2_account_setting_change_explicit_s02,control,web,account_setting_change,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_explicit_s02_treatment,v1_web_W2_account_setting_change_explicit_s02,treatment,web,account_setting_change,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_explicit_s03_control,v1_web_W2_account_setting_change_explicit_s03,control,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_explicit_s03_treatment,v1_web_W2_account_setting_change_explicit_s03,treatment,web,account_setting_change,11,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_explicit_s04_control,v1_web_W2_account_setting_change_explicit_s04,control,web,account_setting_change,10,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_explicit_s04_treatment,v1_web_W2_account_setting_change_explicit_s04,treatment,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_indirect_s00_control,v1_web_W2_account_setting_change_indirect_s00,control,web,account_setting_change,3,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_indirect_s00_treatment,v1_web_W2_account_setting_change_indirect_s00,treatment,web,account_setting_change,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_indirect_s01_control,v1_web_W2_account_setting_change_indirect_s01,control,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_indirect_s01_treatment,v1_web_W2_account_setting_change_indirect_s01,treatment,web,account_setting_change,10,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_indirect_s02_control,v1_web_W2_account_setting_change_indirect_s02,control,web,account_setting_change,6,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_indirect_s02_treatment,v1_web_W2_account_setting_change_indirect_s02,treatment,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_indirect_s03_control,v1_web_W2_account_setting_change_indirect_s03,control,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_indirect_s03_treatment,v1_web_W2_account_setting_change_indirect_s03,treatment,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_indirect_s04_control,v1_web_W2_account_setting_change_indirect_s04,control,web,account_setting_change,7,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_indirect_s04_treatment,v1_web_W2_account_setting_change_indirect_s04,treatment,web,account_setting_change,10,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_authority_impersonation_s00_control,v1_web_W2_account_setting_change_authority_impersonation_s00,control,web,account_setting_change,6,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_authority_impersonation_s00_treatment,v1_web_W2_account_setting_change_authority_impersonation_s00,treatment,web,account_setting_change,10,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_authority_impersonation_s01_control,v1_web_W2_account_setting_change_authority_impersonation_s01,control,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_authority_impersonation_s01_treatment,v1_web_W2_account_setting_change_authority_impersonation_s01,treatment,web,account_setting_change,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_authority_impersonation_s02_control,v1_web_W2_account_setting_change_authority_impersonation_s02,control,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_authority_impersonation_s02_treatment,v1_web_W2_account_setting_change_authority_impersonation_s02,treatment,web,account_setting_change,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_authority_impersonation_s03_control,v1_web_W2_account_setting_change_authority_impersonation_s03,control,web,account_setting_change,7,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_authority_impersonation_s03_treatment,v1_web_W2_account_setting_change_authority_impersonation_s03,treatment,web,account_setting_change,11,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_authority_impersonation_s04_control,v1_web_W2_account_setting_change_authority_impersonation_s04,control,web,account_setting_change,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_authority_impersonation_s04_treatment,v1_web_W2_account_setting_change_authority_impersonation_s04,treatment,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_multi_step_s00_control,v1_web_W2_account_setting_change_multi_step_s00,control,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_multi_step_s00_treatment,v1_web_W2_account_setting_change_multi_step_s00,treatment,web,account_setting_change,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_multi_step_s01_control,v1_web_W2_account_setting_change_multi_step_s01,control,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_multi_step_s01_treatment,v1_web_W2_account_setting_change_multi_step_s01,treatment,web,account_setting_change,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_multi_step_s02_control,v1_web_W2_account_setting_change_multi_step_s02,control,web,account_setting_change,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_multi_step_s02_treatment,v1_web_W2_account_setting_change_multi_step_s02,treatment,web,account_setting_change,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_multi_step_s03_control,v1_web_W2_account_setting_change_multi_step_s03,control,web,account_setting_change,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_multi_step_s03_treatment,v1_web_W2_account_setting_change_multi_step_s03,treatment,web,account_setting_change,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_multi_step_s04_control,v1_web_W2_account_setting_change_multi_step_s04,control,web,account_setting_change,11,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W2_account_setting_change_multi_step_s04_treatment,v1_web_W2_account_setting_change_multi_step_s04,treatment,web,account_setting_change,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_explicit_s00_control,v1_web_W3_form_preparation_explicit_s00,control,web,form_preparation,7,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_explicit_s00_treatment,v1_web_W3_form_preparation_explicit_s00,treatment,web,form_preparation,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_explicit_s01_control,v1_web_W3_form_preparation_explicit_s01,control,web,form_preparation,4,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_explicit_s01_treatment,v1_web_W3_form_preparation_explicit_s01,treatment,web,form_preparation,4,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_explicit_s02_control,v1_web_W3_form_preparation_explicit_s02,control,web,form_preparation,10,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_explicit_s02_treatment,v1_web_W3_form_preparation_explicit_s02,treatment,web,form_preparation,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_explicit_s03_control,v1_web_W3_form_preparation_explicit_s03,control,web,form_preparation,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_explicit_s03_treatment,v1_web_W3_form_preparation_explicit_s03,treatment,web,form_preparation,4,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_explicit_s04_control,v1_web_W3_form_preparation_explicit_s04,control,web,form_preparation,7,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_explicit_s04_treatment,v1_web_W3_form_preparation_explicit_s04,treatment,web,form_preparation,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_indirect_s00_control,v1_web_W3_form_preparation_indirect_s00,control,web,form_preparation,11,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_indirect_s00_treatment,v1_web_W3_form_preparation_indirect_s00,treatment,web,form_preparation,5,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_indirect_s01_control,v1_web_W3_form_preparation_indirect_s01,control,web,form_preparation,4,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_indirect_s01_treatment,v1_web_W3_form_preparation_indirect_s01,treatment,web,form_preparation,4,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_indirect_s02_control,v1_web_W3_form_preparation_indirect_s02,control,web,form_preparation,8,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_indirect_s02_treatment,v1_web_W3_form_preparation_indirect_s02,treatment,web,form_preparation,7,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_indirect_s03_control,v1_web_W3_form_preparation_indirect_s03,control,web,form_preparation,4,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_indirect_s03_treatment,v1_web_W3_form_preparation_indirect_s03,treatment,web,form_preparation,12,False,True,False,False,False,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_indirect_s04_control,v1_web_W3_form_preparation_indirect_s04,control,web,form_preparation,6,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
v1_web_W3_form_preparation_indirect_s04_treatment,v1_web_W3_form_preparation_indirect_s04,treatment,web,form_preparation,4,True,True,True,False,True,True,tool proposal arguments and finish summary persisted; no private/free-form reasoning
